"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","FI","Finland",2.108289410,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","FR","France",3.817271580,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","HR","Croatia",3.829321660,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","HU","Hungary",9.176915790,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","IE","Ireland",5.917159760,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","IS","Iceland",0.813008130,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","IT","Italy",15.906127770,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","LT","Lithuania",5.592105260,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","LU","Luxembourg",6.291390720,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","LV","Latvia",11.111111110,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","MT","Malta",20.967741930,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","NL","Netherlands",4.621478870,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","NO","Norway",2.556976090,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","PL","Poland",2.380952380,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","PT","Portugal",10.101010100,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","RO","Romania",23.636363630,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","SE","Sweden",2.258064510,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","SI","Slovenia",4.233409610,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","UK","United Kingdom",6.931144550,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","AT","Austria",7.547169810,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","BE","Belgium",6.453634080,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","BG","Bulgaria",19.170984450,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","CY","Cyprus",13.970588230,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","CZ","Czechia",9.786154400,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","DE","Germany",8.155128660,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","DK","Denmark",6.173752310,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","EE","Estonia",2.194357360,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","EL","Greece",10.137741040,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","ES","Spain",11.305940850,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","FI","Finland",2.803308820,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","FR","France",6.722689070,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","HU","Hungary",12.927756650,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","IE","Ireland",6.495468270,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","IS","Iceland",1.818181810,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","IT","Italy",17.030567680,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","LT","Lithuania",7.849829350,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","LU","Luxembourg",8.305647840,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","LV","Latvia",11.627906970,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","MT","Malta",14.556962020,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","NL","Netherlands",4.265202700,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","NO","Norway",2.275189590,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","PL","Poland",9.075342460,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","PT","Portugal",9.205020920,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","RO","Romania",13.559322030,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","SE","Sweden",-,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","SI","Slovenia",4.591265390,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2009","UK","United Kingdom",9.358356580,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","AT","Austria",7.255304580,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","BE","Belgium",5.174180320,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","BG","Bulgaria",24.836601300,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","CY","Cyprus",20.143884890,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","CZ","Czechia",10.354552780,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","DE","Germany",8.358208950,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","DK","Denmark",7.599667770,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","EE","Estonia",5.501618120,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","EL","Greece",14.200398140,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","ES","Spain",12.113764040,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","FI","Finland",3.746512550,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","FR","France",7.248947010,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","HR","Croatia",8.730158730,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","HU","Hungary",19.450469990,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","IE","Ireland",7.692307690,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","IS","Iceland",3.846153840,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","IT","Italy",21.041752790,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","LT","Lithuania",8.708708700,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","LU","Luxembourg",9.322033890,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","LV","Latvia",12.244897950,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","MT","Malta",15.625000000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","NL","Netherlands",4.927119680,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","NO","Norway",3.692307690,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","PL","Poland",7.526881720,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","PT","Portugal",10.425311200,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","RO","Romania",20.588235290,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","SE","Sweden",2.908277400,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","SI","Slovenia",6.617647050,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2010","UK","United Kingdom",8.972949190,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","AT","Austria",9.145569620,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","BE","Belgium",6.047678790,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","BG","Bulgaria",22.905027930,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","CY","Cyprus",36.231884050,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","CZ","Czechia",11.363636360,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","DE","Germany",7.962657880,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","DK","Denmark",8.491311210,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","EE","Estonia",12.222222220,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","EL","Greece",14.912891980,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","ES","Spain",11.982142850,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","FI","Finland",5.000000000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","FR","France",8.173133620,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","HR","Croatia",9.562563580,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","HU","Hungary",15.114379080,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","IE","Ireland",8.956602030,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","IS","Iceland",6.153846150,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","IT","Italy",19.839572190,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","LT","Lithuania",7.012987010,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","LU","Luxembourg",8.215297450,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","LV","Latvia",15.909090900,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","MT","Malta",12.785388120,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","NL","Netherlands",5.837937380,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","NO","Norway",3.646452630,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","PL","Poland",11.727078890,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","PT","Portugal",11.257233030,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","RO","Romania",21.052631570,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","SE","Sweden",3.645629160,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","SI","Slovenia",8.782435120,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","SK","Slovakia",30.945945940,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2011","UK","United Kingdom",9.629486680,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","AT","Austria",8.652291100,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","BE","Belgium",6.883085180,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","BG","Bulgaria",38.116591920,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","CY","Cyprus",31.818181810,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","CZ","Czechia",11.450924600,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","DE","Germany",8.838987090,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","DK","Denmark",7.860262000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","EE","Estonia",7.868852450,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","EL","Greece",16.223977020,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","ES","Spain",13.504936530,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","FI","Finland",6.198608470,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","FR","France",9.955035030,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","HR","Croatia",7.615894030,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","HU","Hungary",17.434443650,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","IE","Ireland",9.178321670,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","IS","Iceland",5.072463760,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","IT","Italy",26.292959620,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","LT","Lithuania",4.761904760,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","LU","Luxembourg",11.377245500,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","LV","Latvia",12.987012980,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","MT","Malta",12.918660280,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","NL","Netherlands",6.077535120,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","NO","Norway",4.902285520,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","PL","Poland",12.921890060,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","PT","Portugal",13.509749300,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","RO","Romania",25.130890050,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","SE","Sweden",4.460899400,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","SI","Slovenia",9.503424650,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","SK","Slovakia",30.735930730,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2012","UK","United Kingdom",13.137912760,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","AT","Austria",9.849177330,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","BE","Belgium",7.998025170,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","BG","Bulgaria",39.572192510,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","CY","Cyprus",38.888888880,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","CZ","Czechia",13.100880160,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","DE","Germany",10.740393620,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","DK","Denmark",8.078335370,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","EE","Estonia",7.352941170,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","EL","Greece",17.211155370,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","ES","Spain",13.300741730,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","FI","Finland",7.069892470,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","FR","France",9.523340550,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","HR","Croatia",8.750000000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","HU","Hungary",18.858733470,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","IE","Ireland",10.645161290,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","IS","Iceland",4.958677680,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","IT","Italy",26.190476190,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","LT","Lithuania",7.603686630,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","LU","Luxembourg",10.631229230,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","LV","Latvia",13.970588230,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","MT","Malta",8.677685950,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","NL","Netherlands",6.076519120,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","NO","Norway",5.524861870,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","PL","Poland",10.907335900,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","PT","Portugal",14.936519790,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","RO","Romania",22.818791940,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","SE","Sweden",5.204460960,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","SI","Slovenia",8.741830060,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","SK","Slovakia",29.739776950,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2013","UK","United Kingdom",14.713027630,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","AT","Austria",9.369065200,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","BE","Belgium",9.743040680,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","BG","Bulgaria",40.366972470,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","CY","Cyprus",28.758169930,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","CZ","Czechia",13.969106780,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","DE","Germany",10.534742230,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","DK","Denmark",7.006802720,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","EE","Estonia",9.268292680,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","EL","Greece",21.033868090,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","ES","Spain",12.334650400,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","FI","Finland",5.462708900,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","FR","France",9.942989660,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","HR","Croatia",10.843373490,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","HU","Hungary",16.429894990,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","IE","Ireland",10.739502040,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","IS","Iceland",3.289473680,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","IT","Italy",28.668110440,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","LT","Lithuania",8.080808080,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","LU","Luxembourg",11.956521730,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","LV","Latvia",10.909090900,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","MT","Malta",10.820895520,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","NL","Netherlands",6.120157210,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","NO","Norway",5.787781350,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","PL","Poland",10.506912440,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","PT","Portugal",16.421178340,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","RO","Romania",29.411764700,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","SE","Sweden",5.560647720,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","SI","Slovenia",12.746710520,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","SK","Slovakia",31.833520800,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2014","UK","United Kingdom",10.319884260,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2015","AT","Austria",9.673469380,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2015","BE","Belgium",9.679907440,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2015","BG","Bulgaria",38.536585360,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2015","CY","Cyprus",28.455284550,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2015","CZ","Czechia",14.501891550,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2015","DE","Germany",10.297862910,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2015","DK","Denmark",7.476430600,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2015","EE","Estonia",11.382113820,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2015","EL","Greece",19.835390940,""
